#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,01100,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,190297.44,0.0,190297.44,97971.74
3.0,01100,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,65000.0,0.0,65000.0,0.0
3.0,01100,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,0.0
3.0,01100,91313.0,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL Nº MON28381EUR(2010),550000.0,0.0,550000.0,550000.0
3.0,01100,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,174161.87,0.0,174161.87,174161.87
3.0,01100,91316.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKIA MON283724EVR(ANTES DEXiA 2008),466955.65,0.0,466955.65,233477.83
3.0,01100,91339.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL Nº807583166543 (2017),1088834.88,0.0,1088834.88,544417.44
3.0,01100,91340.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL Nº 807610063431 (2018),666666.68,0.0,666666.68,333333.34
3.0,01100,91341.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL Nº 807647901919 (2019),388888.9,0.0,388888.9,0.0
3.0,01100,91343.0,"DEUDA PUBLICA.- AMORTIZ. PRÉST. B. SABADELL, S.A.  Nº 807673548884 (AGRUP. FFPP)",0.0,3577829.1,3577829.1,3577829.1
5.0,13000.0,12000.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO A1,15909.08,0.0,15909.08,10485.54
5.0,13000.0,12003.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C1,21428.87,0.0,21428.87,14267.25
5.0,13000.0,12004.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C2,90817.33,0.0,90817.33,36176.9
5.0,13000.0,12005.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO AP,8322.91,0.0,8322.91,5488.83
5.0,13000.0,12006.0,NEG.AD.SEGURIDAD.- TRIENIOS,19658.06,0.0,19658.06,12615.69
5.0,13000.0,12100.0,NEG.AD.SEGURIDAD.- COMPLEMENTO DE DESTINO,86345.37,0.0,86345.37,40294.17
5.0,13000.0,12101.0,NEG.AD.SEGURIDAD.- COMPLEMENTO ESPECÍFICO,167183.0,0.0,167183.0,96287.57
5.0,13000.0,15000.0,NEG.AD.SEGURIDAD.- PRODUCTIVIDADES,2817.55,0.0,2817.55,441.0
5.0,13000.0,15100.0,NEG.AD.SEGURIDAD.- GRATIFICACIONES,919.71,0.0,919.71,0.0
5.0,13000.0,16000.0,NEG.AD.SEGURIDAD.- SEGURIDAD SOCIAL,90455.44,0.0,90455.44,60911.42
5.0,13200.0,12000.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A1,63636.33,0.0,63636.33,10699.57
