#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
4,01100,31001,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,4641848.37,-135000.0,4506848.37,4310101.54
4,01100,31002,DEUDA PUBLICA.-  INTERESES OP.TESORERIA,327500.23,,327500.23,246723.82
4,01100,31100,"DEUDA PUBLICA.-GTOS FORMA.,MODI.Y CANCELA.(OP.TES)",200000.0,,200000.0,51858.55
4,01100,31900,DEUDA PUBLICA.-OTROS GASTOS FINANCIEROS,50.0,,50.0,203.66
4,01100,35200,DEUDA PUBLICA.- INTERESES DE DEMORA,200000.0,-150000.0,50000.0,16532.01
4,01100,91303,DEUDA PUBLICA.- AMORTIZ.PREST.BANKIA (MADRID 2004),599580.54,,599580.54,599580.54
4,01100,91304,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,1150000.0,,1150000.0,1150000.0
4,01100,91305,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,,2088536.16,2088536.16
4,01100,91312,DEUDA PUBLICA.- AMORTIZ.PREST.SANTAND.BANESTO 2010,1222906.16,,1222906.16,1222906.16
4,01100,91313,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA SABADELL 2010,1100000.0,,1100000.0,1100000.0
4,01100,91315,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.48,,696647.48,696647.48
4,01100,91316,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA SABADELL(2008),503352.52,,503352.52,503352.52
4,01100,91318,DEUDA PUBLICA.- AMORTIZ.PREST.SANTANDER (2009)147,1100000.0,,1100000.0,1100000.0
4,01100,91320,DEUDA PUBLICA.-AMORTIZ.PREST. BBVA (RDL.5/2009),1021651.25,,1021651.25,1021487.13
4,01100,91321,DEUDA PUBLICA.-AMORT.PREST.BANKIA(MADRID R5/2009),1275933.76,,1275933.76,1275933.77
4,01100,91322,DEUDA PUBLICA.- AMORTIZ.PREST.SANTANDER(R.5/2009),625000.0,,625000.0,625000.0
4,01100,91323,DEUDA PUBLICA.-AMORT.PRES.BANKIA(BANCAJA R.5/2009),603158.46,,603158.46,603158.46
4,01100,91324,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA S.(RDL 5/2009),1250000.0,,1250000.0,1250000.0
4,01100,91325,DEUDA PUBLICA.- AMORTIZ. PREST. BBVA 2011 (ICO),1701876.57,,1701876.57,1701876.57
4,01100,91326,DEUDA PUBLICA.- AMORTIZ PREST SANTANDER 2011 (ICO),566586.35,,566586.35,566586.32
