#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2018.0,10000.0,CESIÓN I.R.P.F.,3368080.0,0.0,3368080.0,855210.75
2018.0,10002.0,IRPF PTE 2009,0.0,0.0,0.0,-13190.67
2018.0,11200.0,IBI.NATURALEZA RUSTICA,1509734.0,0.0,1509734.0,1549712.92
2018.0,11300.0,IBI.NATURALEZA URBANA,60523065.0,0.0,60523065.0,58662151.5
2018.0,11400.0,IBI CARACTERISTICAS ESPECIALES,9118796.33,0.0,9118796.33,8989534.52
2018.0,11500.0,IMPTO.VEHICC.TRACC.MECANICA,10650000.0,0.0,10650000.0,10682375.06
2018.0,11600.0,IMPTO.INCREM.VALOR TERRENOS,6000000.0,0.0,6000000.0,838956.96
2018.0,13000.0,IMPTO.ACTIV.ECONOMICAS,7100000.0,0.0,7100000.0,20956.27
2018.0,21000.0,CESION IVA,2872050.0,0.0,2872050.0,737082.51
2018.0,21001.0,IVA PTE 2008,0.0,0.0,0.0,-6223.74
2018.0,21002.0,IVA PTE 2009,0.0,0.0,0.0,-12848.19
2018.0,22000.0,CESION IMPTO.ESP.ALCOHOL Y BEBIDAS DERIVADAS,39980.0,0.0,39980.0,10083.78
2018.0,2200002.0,LIQ.ALCOHOL PTE 2009,0.0,0.0,0.0,-90.21
2018.0,22001.0,CESION IMPTO.ESP.CERVEZA,13150.0,0.0,13150.0,3290.79
2018.0,2200102.0,LIQ.IMPTO.SOBRE LA CERVEZA PTE 2009,0.0,0.0,0.0,-2.07
2018.0,22003.0,CESION IMPTO.ESP.LABORES TABACO,318600.0,0.0,318600.0,79933.44
2018.0,2200302.0,LIQ.IMPTO.SOBRE EL TABACO PTE 2009,0.0,0.0,0.0,-283.38
2018.0,22004.0,CESION IMPTO.ESP.HIDROCARBUROS,475560.0,0.0,475560.0,119404.62
2018.0,2200402.0,LIQ.IMPTO.SOBRE HIDROCARBUROS PTE 2009,0.0,0.0,0.0,-514.89
2018.0,22006.0,CESION IMPTO.ESP.PRD.INTERMEDIOS,1000.0,0.0,1000.0,251.73
2018.0,2200602.0,LIQ.PRODUC.INTERMED.PTE 2009,0.0,0.0,0.0,-1.47
2018.0,29000.0,IMPTO.CONSTR.INST.Y OBRAS,2000000.0,0.0,2000000.0,464119.72
2018.0,30200.0,TASA BASURAS,11440552.91,0.0,11440552.91,67647.39
2018.0,32100.0,LICENCIAS URBANISTICAS,350000.0,0.0,350000.0,41756.31
2018.0,32200.0,TASA LICENCIA OCUPACION,40000.0,0.0,40000.0,7410.0
2018.0,32300.0,TASA LIC.APERTURA ESTABLECIMIENTOS,250000.0,0.0,250000.0,40543.74
2018.0,32500.0,TASA EXPEDICION DOCUMENTOS,25000.0,0.0,25000.0,11725.55
2018.0,32900.0,TASA DERECHOS EXAMEN,30000.0,0.0,30000.0,1050.0
2018.0,32901.0,TASA MATRIMONIOS CIVILES,25000.0,0.0,25000.0,2746.0
2018.0,32903.0,TASA PLANETARIO,40000.0,0.0,40000.0,6645.0
2018.0,32904.0,TASA SERVICIO SEGURIDAD PÚBLICA,100000.0,0.0,100000.0,21657.5
2018.0,32905.0,TASAS MERCADOS ORDINARIOS,65000.0,0.0,65000.0,59446.8
2018.0,33100.0,TASA ENTRADA VEHICULOS (VADOS),1930000.0,0.0,1930000.0,1900444.89
2018.0,33200.0,"TASA EXPLOT.STROS.VUELO, SUELO Y SUBSUELO",3500000.0,0.0,3500000.0,414609.0
2018.0,33500.0,TASA OVP. MESAS Y SILLAS,330000.0,0.0,330000.0,13262.64
2018.0,33900.0,TASA.OVP. MERCADOS EXTRAORDINARIOS,100000.0,0.0,100000.0,83400.05
2018.0,33901.0,"TASA OVP(CABINAS,CAJEROS,PUESTOS,CONTEN.Y OTRAS)",250000.0,0.0,250000.0,47318.38
2018.0,34200.0,PRECIOS PÚBLICOS ESCOLA DE MATÍ,85000.0,0.0,85000.0,29924.44
2018.0,34401.0,PRECIOS PÚBLICOS PÉRGOLA,2000.0,0.0,2000.0,1742.92
2018.0,34901.0,"P.PCOS.CIUDADANIA(JUV.,CULT.,3 EDAD.TEMPS.)",70000.0,0.0,70000.0,8161.96
2018.0,36000.0,VENTA MATERIAL DESECHO VEHICULOS,50000.0,0.0,50000.0,2439.36
2018.0,36001.0,"VENTAS.PUBLICACIONES, PLANOS, CD",2000.0,0.0,2000.0,9.62
2018.0,38900.0,REINTEGRO PAGOS PTOS.CERRADOS,20000.0,0.0,20000.0,2096.13
2018.0,39100.0,MULTAS INFRACCIONES URBANISTICAS,20000.0,0.0,20000.0,6438.18
2018.0,39110.0,MULTAS INFRACCIONES FISCALES,40000.0,0.0,40000.0,11259.7
2018.0,39120.0,MULTAS CIRCULACION,1050000.0,0.0,1050000.0,138795.5
2018.0,39190.0,MULTAS Y SANCIONES ORDENANZAS,115000.0,0.0,115000.0,10077.03
2018.0,39192.0,MULTAS COERCITIVAS. EJEC.SUBSID.,5000.0,0.0,5000.0,0.0
2018.0,39210.0,RECARGO EJECUTIVO 5%,0.0,0.0,0.0,3753.26
2018.0,39211.0,RECARGO DE APREMIO  10% Y 20%,1423660.54,0.0,1423660.54,102024.12
2018.0,39300.0,INTERESES DEMORA,500000.0,0.0,500000.0,25976.89
2018.0,39611.0,C.URB. LA GALERA,100.0,0.0,100.0,0.0
2018.0,39613.0,C.URB.6-UE-R(ENT.COL.SOLER I GODES),100.0,0.0,100.0,0.0
2018.0,39615.0,C.URB. 55-UE-R,100.0,0.0,100.0,0.0
2018.0,39616.0,C.URB.15-UE-R,100.0,0.0,100.0,0.0
2018.0,39617.0,C.URB.81-UE-R,100.0,0.0,100.0,0.0
2018.0,39702.0,DECLARACION INTERES COMUNITARIO,0.0,0.0,0.0,4330.83
2018.0,39900.0,RECURSOS EVENTUALES,5000.0,0.0,5000.0,0.0
2018.0,39901.0,IMPREVISTOS,20000.0,0.0,20000.0,3682.6
2018.0,39902.0,REINTEGRO PARTICULARES ANUNCIOS,10000.0,0.0,10000.0,72.74
2018.0,39903.0,COMPENSACION SERV.EXT.INCENDIOS,607761.05,0.0,607761.05,0.0
2018.0,39904.0,"RECOG.SEL.ENVASES,PAPEL Y VIDRIO",400000.0,0.0,400000.0,63162.67
2018.0,39905.0,EJECUCIONES SUBSIDIARIAS,10000.0,0.0,10000.0,14194.0
2018.0,39906.0,DAÑOS (INDEMNIZACIONES),35000.0,0.0,35000.0,11802.85
2018.0,39907.0,COSTAS RECAUDACION EJECUTIVA,40000.0,0.0,40000.0,1477.17
2018.0,420100.0,FONDO COMPLEMENTARIO FINANCIACION,31271750.0,0.0,31271750.0,7679360.85
2018.0,42011.0,FONDO COMPLEMENTARIO DE FINANCIAC.2008,0.0,0.0,0.0,-21796.32
2018.0,42012.0,FONDO COMPLEMENTARIO DE FINANCIAC.2009,0.0,0.0,0.0,-89626.05
2018.0,420901.0,T.CTES.ESTADO TRANSPORTE URBANO,171358.07,0.0,171358.07,0.0
2018.0,420902.0,T.CTES ESTADO JAC,8668.7,0.0,8668.7,0.0
2018.0,421000.0,T.CTES.ESTADO ( SEPE),140207.84,0.0,140207.84,0.0
2018.0,421900.0,T.CTES. ESTADO DEL INE,1893.84,0.0,1893.84,0.0
2018.0,44101.0,SUBV.RECIPLASA REC.SELECT.ORGANICA,105534.59,0.0,105534.59,0.0
2018.0,45000.0,FONDO G.V.COOPERACION MUNICIPAL,601884.0,0.0,601884.0,0.0
2018.0,4500201.0,T.CTES.G.V.RED AGENTES IGUALDAD,33400.0,0.0,33400.0,9347.64
2018.0,450021.0,T.CTES.G.V.DROGODEPENDENCIAS,86300.0,0.0,86300.0,0.0
2018.0,450024.0,T.CTES.G.V.SEAFI,84610.0,0.0,84610.0,0.0
2018.0,450025.0,T.CTES.G.V.SERV.SOCIALES GRALES.,1485685.62,0.0,1485685.62,0.0
