#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,1100.0,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,1114907.81,0.0,1114907.81,568892.25
3.0,1100.0,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,100000.0,0.0,100000.0,356.88
3.0,1100.0,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,1099.18
3.0,1100.0,91304.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,1150000.0,0.0,1150000.0,287500.0
3.0,1100.0,91305.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,0.0,2088536.16,1044268.08
3.0,1100.0,91312.0,DEUDA PUBLICA.-  AMORTIZ. PRÉST. B. SANTANDER (BAN.) 470,0.0,0.0,0.0,338495.61
3.0,1100.0,91313.0,"DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL, S.A. 2010",1100000.0,0.0,1100000.0,550000.0
3.0,1100.0,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.48,0.0,696647.48,174161.87
3.0,1100.0,91316.0,"DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL, S.A.(2008)",503352.52,0.0,503352.52,377514.39
3.0,1100.0,91328.0,DEUDA PUBLICA.- AMORTIZ.PREST.BPOPULAR(RDL 4/2012),551283.88,0.0,551283.88,275641.94
3.0,1100.0,91329.0,DEUDA PUBLICA.- AMORTIZ.PREST. BBVA(RDL 4/2012),851204.16,0.0,851204.16,425602.08
3.0,1100.0,91330.0,DEUDA PUBLICA.- AMORTIZ.PREST.CAIXABANC(RDL4/2012),1107815.72,0.0,1107815.72,553907.86
3.0,1100.0,91331.0,DEUDA PUBLICA.- AMORTIZ.PREST.SANTANDER(RDL4/2012),948232.36,0.0,948232.36,474116.16
3.0,1100.0,91332.0,DEUDA PUBLICA.- AMORTIZ.PREST. SAB CAM (RDL4/2012),361758.52,0.0,361758.52,180879.26
3.0,1100.0,91333.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKINTER(RDL4/2012),380651.44,0.0,380651.44,190325.72
3.0,1100.0,91334.0,DEUDA PUBLICA.- AMORTIZ.PREST. BANKIA (RDL 4/2012),815980.36,0.0,815980.36,407990.18
