#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,01100,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,514822.33,-5000.0,509822.33,459660.09
3.0,01100,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,65000.0,-65000.0,0.0,0.0
3.0,01100,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,0.0
3.0,01100,35300.0,DEUDA PUBLICA.-OPERACIONES DE INTERCAMBIO FINANCIERO,0.0,200000.0,200000.0,214100.0
3.0,01100,91304.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,287500.0,0.0,287500.0,287500.0
3.0,01100,91305.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,0.0,2088536.16,6265608.42
3.0,01100,91313.0,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL(PARIS)2010,1100000.0,0.0,1100000.0,1100000.0
3.0,01100,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.52,0.0,696647.52,696647.5
3.0,01100,91316.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKIA MON283724EVR(ANTES DEXiA 2008),503352.52,0.0,503352.52,503352.52
3.0,01100,91329.0,DEUDA PUBLICA.- AMORTIZ.PREST. BBVA(RDL 4/2012),851204.18,-200000.0,651204.18,638403.12
3.0,01100,91330.0,DEUDA PUBLICA.- AMORTIZ.PREST.CAIXABANC(RDL4/2012),1107815.72,0.0,1107815.72,830861.79
3.0,01100,91331.0,DEUDA PUBLICA.-AMORTIZ.PREST.SANTANDER(RDL4/2012),948232.36,0.0,948232.36,711174.24
3.0,01100,91334.0,DEUDA PUBLICA.- AMORTIZ.PREST. BANKIA (RDL 4/2012),10311.92,0.0,10311.92,7733.93
3.0,01100,91339.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2017),1088834.88,0.0,1088834.88,1088834.88
3.0,01100,91340.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2018),333333.34,0.0,333333.34,333333.34
3.0,01100,91342.0,"DEUDA PÚBLICA.- AMORTIZ. PRÉST. B. SABADELL, S.A. (AGRUP. FFPP)",0.0,0.0,0.0,4423034.92
3.0,01100,91343.0,DEUDA PUBLICA.- AMORT.ANTICIP.PREST.SUPERAVIT 2018,0.0,8600107.18,8600107.18,0.0
