#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,1100.0,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,514822.33,0.0,514822.33,0.0
3.0,1100.0,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,65000.0,0.0,65000.0,0.0
3.0,1100.0,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,0.0
3.0,1100.0,91304.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,287500.0,0.0,287500.0,0.0
3.0,1100.0,91305.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,0.0,2088536.16,0.0
3.0,1100.0,91313.0,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL(PARIS)2010,1100000.0,0.0,1100000.0,0.0
3.0,1100.0,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.52,0.0,696647.52,0.0
3.0,1100.0,91316.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKIA MON283724EVR(ANTES DEXiA 2008),503352.52,0.0,503352.52,0.0
3.0,1100.0,91329.0,DEUDA PUBLICA.- AMORTIZ.PREST. BBVA(RDL 4/2012),851204.18,0.0,851204.18,0.0
3.0,1100.0,91330.0,DEUDA PUBLICA.- AMORTIZ.PREST.CAIXABANC(RDL4/2012),1107815.72,0.0,1107815.72,0.0
3.0,1100.0,91331.0,DEUDA PUBLICA.-AMORTIZ.PREST.SANTANDER(RDL4/2012),948232.36,0.0,948232.36,0.0
3.0,1100.0,91334.0,DEUDA PUBLICA.- AMORTIZ.PREST. BANKIA (RDL 4/2012),10311.92,0.0,10311.92,0.0
3.0,1100.0,91339.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2017),1088834.88,0.0,1088834.88,0.0
3.0,1100.0,91340.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2018),333333.34,0.0,333333.34,0.0
5.0,13000.0,12000.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO A1,15578.09,0.0,15578.09,2354.16
5.0,13000.0,12002.0,NEG.AD.SEGURIDAD.- SUELDOS GRUPO B,0.0,0.0,0.0,5001.42
5.0,13000.0,12003.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C1,20983.02,0.0,20983.02,3056.76
5.0,13000.0,12004.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C2,88927.74,0.0,88927.74,9133.27
5.0,13000.0,12005.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO AP,8149.81,0.0,8149.81,582.11
5.0,13000.0,12006.0,NEG.AD.SEGURIDAD.- TRIENIOS,17293.14,0.0,17293.14,3121.28
5.0,13000.0,12100.0,NEG.AD.SEGURIDAD.- COMPLEMENTO DE DESTINO,84547.25,0.0,84547.25,9381.65
5.0,13000.0,12101.0,NEG.AD.SEGURIDAD.- COMPLEMENTO ESPECÍFICO,168528.15,0.0,168528.15,21708.71
5.0,13000.0,15000.0,NEG.AD.SEGURIDAD.- PRODUCTIVIDADES,4785.34,0.0,4785.34,1326.0
5.0,13000.0,15100.0,NEG.AD.SEGURIDAD.- GRATIFICACIONES,730.83,0.0,730.83,0.0
5.0,13000.0,16000.0,NEG.AD.SEGURIDAD.- SEGURIDAD SOCIAL,95436.63,0.0,95436.63,16397.38
5.0,13001.0,12001.0,UNID.DIR.SEG. Y SERV.- SUELDOS DEL GRUPO A2,0.0,0.0,0.0,1017.79
5.0,13001.0,12003.0,UNID.DIR.SEG. Y SERV.- SUELDOS DEL GRUPO C1,0.0,0.0,0.0,6113.52
5.0,13001.0,12006.0,UNID.DIR.SEG. Y SERV.- TRIENIOS,0.0,0.0,0.0,2085.6
5.0,13001.0,12100.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO DE DESTINO,0.0,0.0,0.0,4497.99
5.0,13001.0,12101.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO ESPECÍFICO,0.0,0.0,0.0,11025.61
5.0,13001.0,15000.0,UNID.DIR.SEG. Y SERV.- PRODUCTIVIDADES,0.0,0.0,0.0,1501.96
5.0,13001.0,16000.0,UNID.DIR.SEG. Y SERV.- SEGURIDAD SOCIAL,0.0,0.0,0.0,15718.61
5.0,13200.0,12000.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A1,62312.34,0.0,62312.34,7062.49
5.0,13200.0,12001.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A2,232873.53,0.0,232873.53,34376.44
5.0,13200.0,12002.0,POLICIA LOCAL.- DIFERENCIAS PARA OFICIALES,467885.37,0.0,467885.37,249033.35
5.0,13200.0,12003.0,POLICIA LOCAL.- SUELDOS DEL GRUPO C1,2413048.38,0.0,2413048.38,180171.6
5.0,13200.0,12006.0,POLICIA LOCAL.- TRIENIOS,588076.42,0.0,588076.42,99937.49
5.0,13200.0,12100.0,POLICIA LOCAL.- COMPLEMENTO DE DESTINO,1953259.22,0.0,1953259.22,248067.76
5.0,13200.0,12101.0,POLICIA LOCAL.- COMPLEMENTO ESPECÍFICO,4520781.42,0.0,4520781.42,659140.22
5.0,13200.0,15000.0,POLICIA LOCAL.- PRODUCTIVIDADES,502598.68,0.0,502598.68,83325.1
5.0,13200.0,15100.0,POLICIA LOCAL.- GRATIFICACIONES,352114.01,0.0,352114.01,32707.25
5.0,13200.0,16000.0,POLICIA LOCAL.- SEGURIDAD SOCIAL,2134293.85,0.0,2134293.85,458096.74
