#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,01100,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,514822.33,0.0,514822.33,138714.64
3.0,01100,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,65000.0,0.0,65000.0,0.0
3.0,01100,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,0.0
3.0,01100,91304.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,287500.0,0.0,287500.0,287500.0
3.0,01100,91305.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,0.0,2088536.16,522134.04
3.0,01100,91313.0,DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL(PARIS)2010,1100000.0,0.0,1100000.0,550000.0
3.0,01100,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.52,0.0,696647.52,174161.87
3.0,01100,91316.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKIA MON283724EVR(ANTES DEXiA 2008),503352.52,0.0,503352.52,251676.26
3.0,01100,91329.0,DEUDA PUBLICA.- AMORTIZ.PREST. BBVA(RDL 4/2012),851204.18,0.0,851204.18,212801.04
3.0,01100,91330.0,DEUDA PUBLICA.- AMORTIZ.PREST.CAIXABANC(RDL4/2012),1107815.72,0.0,1107815.72,276953.93
3.0,01100,91331.0,DEUDA PUBLICA.-AMORTIZ.PREST.SANTANDER(RDL4/2012),948232.36,0.0,948232.36,237058.08
3.0,01100,91334.0,DEUDA PUBLICA.- AMORTIZ.PREST. BANKIA (RDL 4/2012),10311.92,0.0,10311.92,2577.98
3.0,01100,91339.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2017),1088834.88,0.0,1088834.88,272208.72
3.0,01100,91340.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL (2018),333333.34,0.0,333333.34,0.0
5.0,13000.0,12000.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO A1,15578.09,0.0,15578.09,5885.4
5.0,13000.0,12002.0,NEG.AD.SEGURIDAD.- SUELDOS GRUPO B,0.0,0.0,0.0,5001.42
5.0,13000.0,12003.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C1,20983.02,0.0,20983.02,7592.6
5.0,13000.0,12004.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO C2,88927.74,0.0,88927.74,22489.48
5.0,13000.0,12005.0,NEG.AD.SEGURIDAD.- SUELDOS DEL GRUPO AP,8149.81,0.0,8149.81,2056.79
5.0,13000.0,12006.0,NEG.AD.SEGURIDAD.- TRIENIOS,17293.14,0.0,17293.14,8264.36
5.0,13000.0,12100.0,NEG.AD.SEGURIDAD.- COMPLEMENTO DE DESTINO,84547.25,0.0,84547.25,23541.6
5.0,13000.0,12101.0,NEG.AD.SEGURIDAD.- COMPLEMENTO ESPECÍFICO,168528.15,0.0,168528.15,50174.83
5.0,13000.0,15000.0,NEG.AD.SEGURIDAD.- PRODUCTIVIDADES,4785.34,0.0,4785.34,2320.5
5.0,13000.0,15100.0,NEG.AD.SEGURIDAD.- GRATIFICACIONES,730.83,0.0,730.83,0.0
5.0,13000.0,16000.0,NEG.AD.SEGURIDAD.- SEGURIDAD SOCIAL,95436.63,0.0,95436.63,39111.22
5.0,13200.0,12000.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A1,62312.34,0.0,62312.34,12953.63
5.0,13200.0,12001.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A2,232873.53,0.0,232873.53,82958.95
5.0,13200.0,12002.0,POLICIA LOCAL.- DIFERENCIAS PARA OFICIALES,467885.37,0.0,467885.37,345413.73
5.0,13200.0,12003.0,POLICIA LOCAL.- SUELDOS DEL GRUPO C1,2413048.38,0.0,2413048.38,622720.05
5.0,13200.0,12006.0,POLICIA LOCAL.- TRIENIOS,588076.42,0.0,588076.42,248041.35
5.0,13200.0,12100.0,POLICIA LOCAL.- COMPLEMENTO DE DESTINO,1953259.22,0.0,1953259.22,606974.64
5.0,13200.0,12101.0,POLICIA LOCAL.- COMPLEMENTO ESPECÍFICO,4520781.42,0.0,4520781.42,1626175.68
5.0,13200.0,15000.0,POLICIA LOCAL.- PRODUCTIVIDADES,502598.68,0.0,502598.68,214943.42
5.0,13200.0,15100.0,POLICIA LOCAL.- GRATIFICACIONES,352114.01,0.0,352114.01,203636.9
5.0,13200.0,16000.0,POLICIA LOCAL.- SEGURIDAD SOCIAL,2134293.85,0.0,2134293.85,1246764.81
5.0,13200.0,16200.0,POLICIA LOCAL.-[I] FORMACIÓN EXTERNA (ESPAC 5.3),3000.0,0.0,3000.0,0.0
5.0,13200.0,20602.0,POLICIA LOCAL.- [I]MATRIX COMUNICACIONES,50000.0,0.0,50000.0,0.0
5.0,13200.0,21300.0,POLICIA LOCAL.- MANTENIMIENTO DE EMISORAS,12526.71,0.0,12526.71,10180.55
5.0,13200.0,21301.0,POLICIA LOCAL.- REPARACION EMISORAS,8000.0,0.0,8000.0,0.0
5.0,13200.0,21302.0,POLICIA LOCAL.- MANTENIMIENTO INSTALACIONES ESPAC,2400.0,0.0,2400.0,1388.89
5.0,13200.0,21601.0,POLICIA LOCAL.- MANT. INFORMATICO SALA DE EMERGENCIAS,21000.0,0.0,21000.0,0.0
5.0,13200.0,220000.0,POLICIA LOCAL.- MATERIAL IMPRENTA PARQUE INFANTIL (ESPAC 5.10),2000.0,0.0,2000.0,0.0
5.0,13200.0,220001.0,POLICIA LOCAL.- MATERIAL OFICINA ESPAC,6000.0,0.0,6000.0,1617.23
5.0,13200.0,22001.0,POLICIA LOCAL.- LIBROS (ESPAC 5.6),500.0,0.0,500.0,198.78
5.0,13200.0,221990.0,POLICIA LOCAL.- SUMINISTROS ESPAC (5.8),1050.0,0.0,1050.0,0.0
5.0,13200.0,221992.0,POLICIA LOCAL.- SUMINISTROS SALA DE EMERGENCIAS,17000.0,0.0,17000.0,603.31
5.0,13200.0,22400.0,POLICIA LOCAL.- SEGURO PARQUE INFANTIL (ESPAC 5.10),800.0,0.0,800.0,0.0
5.0,13200.0,226011.0,POLICIA LOCAL.- PROTOCOLO PARQUE INFAN. (ESPAC 5.10),2800.0,0.0,2800.0,0.0
5.0,13200.0,226020.0,POLICIA LOCAL.- MARKETING ESPAC (5.9),2000.0,0.0,2000.0,0.0
5.0,13200.0,22604.0,POLICIA LOCAL.-GASTOS JURIDICOS,40000.0,0.0,40000.0,0.0
5.0,13200.0,22606.0,POLICIA LOCAL.- [I]FORMACIÓN CONTÍNUA (ESPAC 5.3),20000.0,0.0,20000.0,0.0
5.0,13200.0,226990.0,POLICIA LOCAL.- [I]TALLERES DE CONVIVENCIA,3000.0,0.0,3000.0,0.0
5.0,13200.0,227060.0,POLICIA LOCAL.-[I] DIAGNÓSTICO CONVIVENCIA,4000.0,0.0,4000.0,0.0
5.0,13200.0,227062.0,POLICIA LOCAL.-ASISTENCIA PSICOLOGICA,12898.4,0.0,12898.4,0.0
5.0,13200.0,227990.0,POLICIA LOCAL.- TRABAJOS DIVERSOS PQ INFANTIL (ESPAC 5.10),3000.0,0.0,3000.0,0.0
5.0,13200.0,227991.0,POLICIA LOCAL.- [I]GESTION CONCURSO GRAFITIS,5000.0,0.0,5000.0,0.0
5.0,13200.0,45390.0,[I]CATEDRA SEGURIDAD Y CONVIVENCIA CIUDADANA (UJI),17000.0,0.0,17000.0,17000.0
5.0,13200.0,48100.0,[I]PREMIOS INVESTIGACION POLICIA LOCAL,3000.0,0.0,3000.0,0.0
5.0,13200.0,48900.0,[I]CUOTA FORUM ESPAÑOL PARA LA PREVENCIÓN Y SEGURIDAD URBANA,5000.0,0.0,5000.0,4085.0
5.0,13200.0,48901.0,[I]CUOTA UNION IBEROAMERICANA MUNICIPALISTA,20000.0,0.0,20000.0,0.0
5.0,13200.0,62300.0,ADQ.MATERIAL TÉCNICO SEGURIDAD,40000.0,0.0,40000.0,0.0
5.0,13200.0,64100.0,SOFTWARE GESTION POLICIA LOCAL,30000.0,0.0,30000.0,0.0
5.0,13201.0,12001.0,DIR.SEG. Y ESPAC.-  SUELDOS GRUPO A2,41095.33,0.0,41095.33,15266.85
5.0,13201.0,12002.0,GRUPO FORMACION ESPAC.- Sueldos del grupo B,0.0,0.0,0.0,924.06
5.0,13201.0,12003.0,DIR.SEG. Y ESPAC.-  SUELDOS GRUPO C1,20983.02,0.0,20983.02,8406.09
5.0,13201.0,12006.0,DIR.SEG. Y ESPAC.- TRIENIOS,21897.52,0.0,21897.52,8425.26
5.0,13201.0,12100.0,DIR.SEG. Y ESPAC.-COMPLEMENTO DESTINO,35296.18,0.0,35296.18,13506.19
5.0,13201.0,12101.0,DIR.SEG. Y ESPAC.- COMPLEM.ESPECIFICO,96509.37,0.0,96509.37,35896.25
5.0,13201.0,15000.0,DIR.SEG. Y ESPAC.- PRODUCTIVIDAD,13577.89,0.0,13577.89,4369.76
5.0,13201.0,15100.0,DIR.SEG. Y ESPAC.- GRATIFICACIONES,6917.16,0.0,6917.16,201.6
5.0,13201.0,16000.0,DIR.SEG. Y ESPAC.- SEG.SOCIAL,21284.96,0.0,21284.96,31564.26
5.0,13230.0,16205.0,LOGIST.- SEGURO PERSONAL FUNCIONARIO P. LOCAL,12000.0,0.0,12000.0,0.0
5.0,13230.0,20301.0,LOGIST.- ARRENDAMIENTO MODULOS WC,0.0,0.0,0.0,106.48
5.0,13230.0,20400.0,LOGIST.- RENTING 41 VEHICULOS (3.1),360476.64,0.0,360476.64,150199.5
5.0,13230.0,20401.0,LOGIST.- RENTING 21 MOTOCICLETAS,0.0,0.0,0.0,32149.6
5.0,13230.0,21300.0,LOGIST.- MANTENIMIENTO LOGÍSTICA (3.1),3500.0,0.0,3500.0,568.7
5.0,13230.0,21400.0,LOGIST.- MANTENIMIENTO PARQUE MÓVIL,46000.0,0.0,46000.0,5899.2
5.0,13230.0,22000.0,LOGIST.- MATERIAL  DE OFICINA,7000.0,0.0,7000.0,0.0
5.0,13230.0,22103.0,LOGIST.- SUMINISTRO DE COMBUSTIBLES AUTOMOCIÓN,180000.0,0.0,180000.0,7786.58
5.0,13230.0,221040.0,LOGIST.- MANTENIMIENTO VESTUARIO,4000.0,0.0,4000.0,0.0
5.0,13230.0,221041.0,LOGIST.- [I] VESTUARIO,225000.0,0.0,225000.0,26570.46
5.0,13230.0,221990.0,LOGIST.- OTROS SUMINISTROS,51600.0,0.0,51600.0,5369.7
5.0,13230.0,221991.0,LOGIST.- SUMINISTRO TIRO (2.3),8000.0,0.0,8000.0,150.0
5.0,13230.0,22201.0,LOGIST.- COMUNICACIONES POSTALES (3.1),600.0,0.0,600.0,90.58
5.0,13230.0,22300.0,LOGIST.- TRANSPORTES (3.1),1500.0,0.0,1500.0,629.2
