#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2014,10000,INGR. PROCED. CESIÓN I.R.P.F.,2374550.0,,2374550.0,2955732.36
2014,10002,IRPF PTE 2009,,,,-128137.8
2014,10006,IRPF PTE 2012,,,,-49384.95
2014,11200,IBI.NATURALEZA RUSTICA,1149753.41,,1149753.41,1117783.73
2014,11300,IBI.NATURALEZA URBANA,60774331.63,,60774331.63,58496907.89
2014,11400,IBI CARACTERISTICAS ESPECIALES,6389249.56,,6389249.56,6884339.95
2014,11500,IMPTO.VEHICC.TRACC.MECANICA,11200000.0,,11200000.0,10946486.11
2014,11600,IMPTO.INCREM.VALOR TERRENOS,4500000.0,,4500000.0,6426815.34
2014,13000,IMPTO.ACTIV.ECONOMICAS,7300000.0,,7300000.0,7355478.13
2014,21000,IMPTO.SOBRE VALOR AÑADIDO,2478000.0,,2478000.0,2486216.76
2014,21001,IVA PTE 2008,,,,-60459.0
2014,21002,IVA PTE 2009,,,,-124811.04
2014,21006,IMPTO.SOBRE VALOR AÑADIDO LIQ.2012,,,,306812.0
2014,22000,IMPTO.SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS,32930.0,,32930.0,38425.92
2014,2200002,LIQ.ALCOHOL PTE 2009,,,,-876.36
2014,2200006,LIQ.ALCOHOL PTE 2012,,,,-1982.85
2014,22001,IMPTO.SOBRE LA CERVEZA,11920.0,,11920.0,12815.16
2014,2200102,LIQ.IMPTO.SOBRE LA CERVEZA PTE 2009,,,,-20.16
2014,2200106,IMPTO.SOBRE LA CERVEZA LIQ.2012,,,,564.58
2014,22003,IMPTO.SOBRE LAS LABORES DEL TABACO,205190.0,,205190.0,304029.12
2014,2200302,LIQ.IMPTO.SOBRE EL TABACO PTE 2009,,,,-2752.8
2014,2200306,IMPTO.SOBRE LAS LABORES TABACO LIQ.2012,,,,31334.62
2014,22004,IMPTO.SOBRE HIDROCARBUROS,332310.0,,332310.0,391017.24
2014,2200402,LIQ.IMPTO.SOBRE HIDROCARBUROS PTE 2009,,,,-5001.72
2014,2200406,LIQ.IMPTO.SOBRE HIDROCARBUROS PTE 2012,,,,-45745.48
2014,22006,IMPTO.SOBRE PRODUCTOS INTERMEDIOS,710.0,,710.0,822.72
2014,2200602,LIQ.PRODUC.INTERMED.PTE 2009,,,,-14.16
2014,2200606,IMPTO.SOBRE PRODUCTOS INTERM.LIQ.2012,,,,23.59
2014,29000,IMPTO.CONSTR.INST.Y OBRAS,500000.0,,500000.0,916111.08
2014,30200,TASA BASURAS,11200000.0,,11200000.0,11233666.62
2014,32100,LICENCIAS URBANISTICAS,125000.0,,125000.0,105307.15
2014,32200,TASA LICENCIA OCUPACION,30000.0,,30000.0,54215.98
2014,32300,TASA LIC.APERTURA ESTABLECIMIENTOS,125000.0,,125000.0,206286.44
2014,32500,TASA EXPEDICION DOCUMENTOS,20000.0,,20000.0,34025.99
2014,32600,TASA RETIRADA VEHICULOS,,,,932.91
2014,32900,TASA DERECHOS EXAMEN,5000.0,,5000.0,1746.0
2014,32901,TASA MATRIMONIOS CIVILES,20000.0,,20000.0,30625.0
2014,32903,TASA PLANETARIO,20000.0,,20000.0,32629.0
2014,32904,TASA SERVICIO SEGURIDAD PÚBLICA,60000.0,,60000.0,102039.55
2014,33000,TASA ESTACIONAMIENTO VEHICULOS (ORA),175000.0,859898.4,1034898.4,1034898.4
2014,33100,TASA ENTRADA VEHICULOS (VADOS),1950000.0,,1950000.0,1924391.04
2014,33200,"TASA EXPLOT.STROS.VUELO, SUELO Y SUBSUELO",3300000.0,,3300000.0,3541605.49
2014,33500,TASA OVP. MESAS Y SILLAS,450000.0,,450000.0,564378.3
2014,33900,TASA.OVP. MERCADOS,150000.0,,150000.0,158550.04
2014,33901,"TASA OVP(CABINAS,CAJEROS,PUESTOS,CONTEN.Y OTRAS)",175000.0,,175000.0,260001.38
2014,33904,TASA OVP. CONTENEDORES,,,,-94.23
2014,33905,TASA OVP. OTRAS OCUPACIONES,,,,200.29
2014,34103,SERVICIO TRANSPORTE ADAPTADO,,,,1181.0
2014,34200,PRECIOS PÚBLICOS ESCOLA DE MATÍ,75000.0,,75000.0,61967.97
2014,34401,PRECIOS PÚBLICOS PÉRGOLA MUNICIPAL,5000.0,,5000.0,3305.54
2014,34500,PRECIOS PÚBLICOS. BICICAS,40000.0,,40000.0,91794.41
2014,34901,"OTROS P.PCOS.CIUDADANIA(JUV.,CULT.,3 EDAD.TEMPS.)",42000.0,,42000.0,71323.0
2014,36000,VENTAS.MATERIAL DE DESECHO VEHÍCULOS,30000.0,,30000.0,55596.61
2014,36001,"VENTAS.PUBLICACIONES, PLANOS, CD",1000.0,,1000.0,4512.5
2014,38900,REINTEGRO PAGOS PTOS.CERRADOS,50000.0,,50000.0,19635.64
2014,38902,DEVOLUCIÓN CÉNTIMO SANITARIO,,,,1582.2
2014,39100,MULTAS POR INFRACCIONES URBANÍSTICAS,100000.0,,100000.0,92819.76
2014,39110,MULTAS POR INFRACCIONES FISCALES,70000.0,,70000.0,91257.0
2014,39120,MULTAS CIRCULACION,800000.0,,800000.0,1018448.79
2014,39190,MULTAS Y SANCIONES POR ORDENANZA,175000.0,,175000.0,179048.97
2014,39191,MULTAS POR DENUNCIAS ESTACIONAMIENTO LIMITADO,1000.0,,1000.0,
2014,39192,MULTAS COERCITIVAS. EJECUCIONES SUBSIDIA,100.0,,100.0,1447.99
2014,39193,MULTAS SISTEMAS SEGURIDAD VIARIA,1000.0,,1000.0,
2014,39194,SANCIONES INCTO.OBLIG.CONTRATOS,,,,16727.84
2014,39195,SANCIONES POR EXPEDIENTES DE SUBVENCIONE,,,,75.0
2014,39210,RECARGO EJECUTIVO 5%,,,,81643.49
2014,39211,RECARGO DE APREMIO  10% Y 20%,1000000.0,,1000000.0,1662689.67
2014,39300,INTERESES DEMORA,400000.0,,400000.0,696387.65
2014,39610,CUOTAS URBANIZACIÓN 16 UE-R,100.0,,100.0,
2014,39611,CUOTAS URBANIZACION LA GALERA,100.0,,100.0,
2014,39612,CUOTAS URBANIZ.ALCANTARILLADO LOS ANGELE,100.0,,100.0,
2014,39613,CUOTAS URB.O6-UE-R (ENTORNO COL.SOLER I GODES),100.0,,100.0,
2014,39614,CUOTAS DE URBANIZACION. OTROS EXPDTES,700.0,,700.0,-902.73
2014,39702,DECLARACION INTERES COMUNITARIO,,,,43583.58
2014,39900,RECURSOS EVENTUALES,1000.0,,1000.0,51155.51
2014,39901,IMPREVISTOS,20000.0,,20000.0,230427.65
2014,39902,REINTEGRO PARTICULARES ANUNCIOS,5000.0,,5000.0,16088.62
2014,39903,COMPENSACION SERVICIO EXTINCION INCENDIOS,629904.4,,629904.4,610223.5
2014,39904,"RECOGIDA SELECTIVA ENVASES, PAPEL Y VIDRIO",370000.0,,370000.0,241664.59
2014,39905,EJECUCIONES SUBSIDIARIAS,60000.0,,60000.0,67581.46
2014,39906,DAÑOS (INDEMNIZACIONES),75000.0,,75000.0,47329.36
2014,39907,COSTAS RECAUDACION EJECUTIVA,2300.0,,2300.0,1510.18
2014,42010,FONDO COMPLEMENTARIO DE FINANCIACIÓN,29628790.0,,29628790.0,29516010.48
