#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
3.0,01100,31001.0,DEUDA PUBLICA.- INTERESES DE PRESTAMOS,1114907.81,0.0,1114907.81,34168.75
3.0,01100,31002.0,DEUDA PUBLICA.- INTERESES OP.TESORERIA,100000.0,0.0,100000.0,0.0
3.0,01100,31900.0,DEUDA PUBLICA.- OTROS GASTOS FINANCIEROS,50.0,0.0,50.0,0.0
3.0,01100,91304.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 100,1150000.0,0.0,1150000.0,0.0
3.0,01100,91305.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA  (2007) 419,2088536.16,0.0,2088536.16,0.0
3.0,01100,91312.0,DEUDA PUBLICA.-  AMORTIZ. PRÉST. B. SANTANDER (BAN.) 470,0.0,0.0,0.0,0.0
3.0,01100,91313.0,"DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL, S.A. 2010",1100000.0,0.0,1100000.0,275000.0
3.0,01100,91315.0,DEUDA PUBLICA.- AMORTIZ.PREST.BBVA (2008) 110,696647.48,0.0,696647.48,0.0
3.0,01100,91316.0,"DEUDA PUBLICA.- AMORTIZ.PREST.DEXIA CREDIT LOCAL, S.A.(2008)",503352.52,0.0,503352.52,125838.13
3.0,01100,91328.0,DEUDA PUBLICA.- AMORTIZ.PREST.BPOPULAR(RDL 4/2012),551283.88,0.0,551283.88,0.0
3.0,01100,91329.0,DEUDA PUBLICA.- AMORTIZ.PREST. BBVA(RDL 4/2012),851204.16,0.0,851204.16,0.0
3.0,01100,91330.0,DEUDA PUBLICA.- AMORTIZ.PREST.CAIXABANC(RDL4/2012),1107815.72,0.0,1107815.72,0.0
3.0,01100,91331.0,DEUDA PUBLICA.- AMORTIZ.PREST.SANTANDER(RDL4/2012),948232.36,0.0,948232.36,0.0
3.0,01100,91332.0,DEUDA PUBLICA.- AMORTIZ.PREST. SAB CAM (RDL4/2012),361758.52,0.0,361758.52,0.0
3.0,01100,91333.0,DEUDA PUBLICA.- AMORTIZ.PREST.BANKINTER(RDL4/2012),380651.44,0.0,380651.44,0.0
3.0,01100,91334.0,DEUDA PUBLICA.- AMORTIZ.PREST. BANKIA (RDL 4/2012),815980.36,0.0,815980.36,0.0
3.0,01100,91335.0,DEUDA PUBLICA.- AMORTIZ.PREST.SAN/BANES(RDL4/2012),388309.67,0.0,388309.67,0.0
3.0,01100,91336.0,DEUDA PUBLICA.- AMORTIZ.PREST.SABADELL(RDL 4/2012),372929.12,0.0,372929.12,0.0
3.0,01100,91337.0,DEUDA PUBLICA.- AMORT.PRES.B.MARE NOSTRUM(R4/2012),674651.4,0.0,674651.4,0.0
3.0,01100,91338.0,DEUDA PUBLICA.- AMORT.PRES.B.COOP.ESPAÑOL(R4/2012),333327.0,0.0,333327.0,0.0
5.0,13000.0,12000.0,NEG.ADMIN.SEGURIDAD.- SUELDOS DEL GRUPO A1,14824.09,0.0,14824.09,2240.3
5.0,13000.0,12003.0,NEG.ADMIN.SEGURIDAD.- SUELDOS DEL GRUPO C1,19967.38,0.0,19967.38,2908.92
5.0,13000.0,12004.0,NEG.ADMIN.SEGURIDAD.- SUELDOS DEL GRUPO C2,67698.96,0.0,67698.96,7901.16
5.0,13000.0,12005.0,NEG.ADMIN.SEGURIDAD.- SUELDOS DEL GRUPO E,7725.03,0.0,7725.03,1107.92
5.0,13000.0,12006.0,NEG.ADMIN.SEGURIDAD.- TRIENIOS,17182.46,0.0,17182.46,2822.36
5.0,13000.0,12009.0,NEG.ADMIN.SEGURIDAD.- I.T.BASICAS,100.0,0.0,100.0,77.95
5.0,13000.0,12100.0,NEG.ADMIN.SEGURIDAD.- COMPLEMENTO DE DESTINO,63888.9,0.0,63888.9,8693.8
5.0,13000.0,12101.0,NEG.ADMIN.SEGURIDAD.- COMPLEMENTO ESPECÍFICO,122255.75,0.0,122255.75,17377.77
5.0,13000.0,12103.0,NEG.ADMIN.SEGURIDAD.- I.T.COMPLEM.,100.0,0.0,100.0,0.29
5.0,13000.0,15000.0,NEG.ADMIN.SEGURIDAD.- PRODUCTIVIDADES,1838.54,0.0,1838.54,1326.0
5.0,13000.0,15100.0,NEG.ADMIN.SEGURIDAD.- GRATIFICACIONES,100.0,0.0,100.0,0.0
5.0,13000.0,16000.0,NEG.ADMIN.SEGURIDAD.- SEGURIDAD SOCIAL,81577.39,0.0,81577.39,14318.06
5.0,13001.0,12001.0,UNID.DIR.SEG. Y SERV.- SUELDOS DEL GRUPO A2,13035.59,0.0,13035.59,1937.14
5.0,13001.0,12003.0,UNID.DIR.SEG. Y SERV.- SUELDOS DEL GRUPO C1,79869.52,0.0,79869.52,11090.26
5.0,13001.0,12006.0,UNID.DIR.SEG. Y SERV.- TRIENIOS,21414.52,0.0,21414.52,3652.11
5.0,13001.0,12009.0,UNID.DIR.SEG. Y SERV.- I.T. BÁSICAS,100.0,0.0,100.0,1455.63
5.0,13001.0,12100.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO DE DESTINO,59408.79,0.0,59408.79,8227.67
5.0,13001.0,12101.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO ESPECÍFICO,146896.06,0.0,146896.06,20267.96
5.0,13001.0,12103.0,UNID.DIR.SEG. Y SERV.- IT.COMPLEM.,100.0,0.0,100.0,0.29
5.0,13001.0,15000.0,UNID.DIR.SEG. Y SERV.- PRODUCTIVIDADES,13821.65,0.0,13821.65,2083.81
5.0,13001.0,15100.0,UNID.DIR.SEG. Y SERV.- GRATIFICACIONES,5860.91,0.0,5860.91,115.2
5.0,13001.0,16000.0,UNID.DIR.SEG. Y SERV.- SEGURIDAD SOCIAL,90992.33,0.0,90992.33,14970.74
5.0,13200.0,12000.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A1,59296.36,0.0,59296.36,6720.9
5.0,13200.0,12001.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A2,221604.95,0.0,221604.95,32931.38
5.0,13200.0,12003.0,POLICIA LOCAL.- SUELDOS DEL GRUPO C1,2605742.68,0.0,2605742.68,351364.37
5.0,13200.0,12006.0,POLICIA LOCAL.- TRIENIOS,530952.73,0.0,530952.73,89813.74
5.0,13200.0,12009.0,POLICIA LOCAL.- I.T. BASICAS,100.0,0.0,100.0,27044.92
5.0,13200.0,12100.0,POLICIA LOCAL.- COMPLEMENTO DE DESTINO,1816626.89,0.0,1816626.89,240317.96
5.0,13200.0,12101.0,POLICIA LOCAL.- COMPLEMENTO ESPECÍFICO,4148661.72,0.0,4148661.72,571475.23
5.0,13200.0,12103.0,POLICIA LOCAL.- I.T. COMPLEMENTARIAS,100.0,0.0,100.0,13.09
5.0,13200.0,15000.0,POLICIA LOCAL.- PRODUCTIVIDADES,434723.35,0.0,434723.35,74961.26
5.0,13200.0,15100.0,POLICIA LOCAL.- GRATIFICACIONES,237119.68,0.0,237119.68,19569.9
5.0,13200.0,16000.0,POLICIA LOCAL.- SEGURIDAD SOCIAL,2703333.86,0.0,2703333.86,444378.85
5.0,13200.0,16200.0,POLICIA LOCAL.- FORMACIÓN EXTERNA (ESPAC 5.3),3000.0,0.0,3000.0,0.0
5.0,13200.0,16205.0,POLICIA LOCAL.- SEGUROS,10000.0,0.0,10000.0,0.0
5.0,13200.0,20601.0,UNID.APOYO.- SIST INTEGRAL GESTIÓN SALA EMERGENCIAS,166885.11,0.0,166885.11,0.0
5.0,13200.0,21300.0,UNID.APOYO.- MANTENIMIENTO DE EMISORAS,21780.0,0.0,21780.0,0.0
5.0,13200.0,21302.0,UNID.APOYO.- MANTENIMIENTO INSTALACIONES ESPAC,2400.0,0.0,2400.0,0.0
5.0,13200.0,21400.0,UNID.APOYO.- MANTENIMIENTO VEHICULOS PARQUE INFANT,6800.0,0.0,6800.0,0.0
5.0,13200.0,220000.0,UNID.APOYO.- MATERIAL IMPRENTA PARQUE INFANTIL (ESPAC 5.10),2000.0,0.0,2000.0,0.0
5.0,13200.0,220001.0,UNID.APOYO.- MATERIAL OFICINA ESPAC,2000.0,0.0,2000.0,0.0
5.0,13200.0,22001.0,UNID.APOYO.- LIBROS (ESPAC 5.6),500.0,0.0,500.0,0.0
5.0,13200.0,221990.0,UNID.APOYO.- SUMINISTROS ESPAC (5.8),800.0,0.0,800.0,0.0
5.0,13200.0,221991.0,UNID.APOYO.- SUMINISTROS PARQUE INFANTIL (ESPAC 5),250.0,0.0,250.0,0.0
5.0,13200.0,22400.0,UNID.APOYO.- SEGURO PARQUE INFANTIL (ESPAC 5.10),800.0,0.0,800.0,0.0
5.0,13200.0,226011.0,UNID.APOYO.- PROTOCOLO PARQUE INFAN. (ESPAC 5.10),2000.0,0.0,2000.0,0.0
5.0,13200.0,226020.0,UNID.APOYO.- MARKETING ESPAC (5.9),2000.0,0.0,2000.0,0.0
5.0,13200.0,22606.0,UNID.APOYO.- FORMACIÓN CONTÍNUA (ESPAC 5.3),28000.0,0.0,28000.0,1080.0
5.0,13200.0,227060.0,UNID.APOYO.- DIAGNÓSTICO CONVIVENCIA,21780.0,0.0,21780.0,0.0
