#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2017.0,10000.0,CESIÓN I.R.P.F.,2989433.88,0.0,2989433.88,1521098.28
2017.0,10002.0,IRPF PTE 2009,0.0,0.0,0.0,-26381.34
2017.0,11200.0,IBI.NATURALEZA RUSTICA,1000000.0,0.0,1000000.0,1006282.94
2017.0,11300.0,IBI.NATURALEZA URBANA,61400000.0,0.0,61400000.0,62081175.7
2017.0,11400.0,IBI CARACTERISTICAS ESPECIALES,9051429.79,0.0,9051429.79,9063384.32
2017.0,11500.0,IMPTO.VEHICC.TRACC.MECANICA,10650000.0,0.0,10650000.0,10631701.12
2017.0,11600.0,IMPTO.INCREM.VALOR TERRENOS,6000000.0,0.0,6000000.0,3717387.43
2017.0,13000.0,IMPTO.ACTIV.ECONOMICAS,7100000.0,0.0,7100000.0,720356.38
2017.0,21000.0,CESION IVA,2576624.64,0.0,2576624.64,1326456.18
2017.0,21001.0,IVA PTE 2008,0.0,0.0,0.0,-12447.48
2017.0,21002.0,IVA PTE 2009,0.0,0.0,0.0,-25696.38
2017.0,22000.0,CESION IMPTO.ESP.ALCOHOL Y BEBIDAS DERIVADAS,37452.72,0.0,37452.72,18906.78
2017.0,2200002.0,LIQ.ALCOHOL PTE 2009,0.0,0.0,0.0,-180.42
2017.0,22001.0,CESION IMPTO.ESP.CERVEZA,13841.52,0.0,13841.52,6924.9
2017.0,2200102.0,LIQ.IMPTO.SOBRE LA CERVEZA PTE 2009,0.0,0.0,0.0,-4.14
2017.0,22003.0,CESION IMPTO.ESP.LABORES TABACO,368141.52,0.0,368141.52,184637.52
2017.0,2200302.0,LIQ.IMPTO.SOBRE EL TABACO PTE 2009,0.0,0.0,0.0,-566.76
2017.0,22004.0,CESION IMPTO.ESP.HIDROCARBUROS,451971.24,0.0,451971.24,227015.4
2017.0,2200402.0,LIQ.IMPTO.SOBRE HIDROCARBUROS PTE 2009,0.0,0.0,0.0,-1029.78
2017.0,22006.0,CESION IMPTO.ESP.PRD.INTERMEDIOS,802.44,0.0,802.44,404.16
2017.0,2200602.0,LIQ.PRODUC.INTERMED.PTE 2009,0.0,0.0,0.0,-2.94
2017.0,29000.0,IMPTO.CONSTR.INST.Y OBRAS,1000000.0,0.0,1000000.0,947898.91
2017.0,30200.0,TASA BASURAS,11500000.0,0.0,11500000.0,92603.35
2017.0,32100.0,LICENCIAS URBANISTICAS,275000.0,0.0,275000.0,123197.32
2017.0,32200.0,TASA LICENCIA OCUPACION,40000.0,0.0,40000.0,16998.0
2017.0,32300.0,TASA LIC.APERTURA ESTABLECIMIENTOS,175000.0,0.0,175000.0,115401.62
2017.0,32500.0,TASA EXPEDICION DOCUMENTOS,25000.0,0.0,25000.0,13523.62
2017.0,32600.0,TASA RETIRADA VEHICULOS,0.0,0.0,0.0,848.45
2017.0,32900.0,TASA DERECHOS EXAMEN,30000.0,0.0,30000.0,3120.0
2017.0,32901.0,TASA MATRIMONIOS CIVILES,25000.0,0.0,25000.0,11791.53
2017.0,32903.0,TASA PLANETARIO,30000.0,0.0,30000.0,16809.0
2017.0,32904.0,TASA SERVICIO SEGURIDAD PÚBLICA,100000.0,0.0,100000.0,51595.1
2017.0,32905.0,TASAS MERCADOS ORDINARIOS,65000.0,0.0,65000.0,62346.9
2017.0,33100.0,TASA ENTRADA VEHICULOS (VADOS),1930000.0,0.0,1930000.0,1889985.32
2017.0,33200.0,"TASA EXPLOT.STROS.VUELO, SUELO Y SUBSUELO",3500000.0,0.0,3500000.0,1892780.38
2017.0,33500.0,TASA OVP. MESAS Y SILLAS,300000.0,0.0,300000.0,41818.75
2017.0,33900.0,TASA.OVP. MERCADOS EXTRAORDINARIOS,100000.0,0.0,100000.0,98333.02
2017.0,33901.0,"TASA OVP(CABINAS,CAJEROS,PUESTOS,CONTEN.Y OTRAS)",250000.0,0.0,250000.0,95735.39
2017.0,34200.0,PRECIOS PÚBLICOS ESCOLA DE MATÍ,100000.0,0.0,100000.0,50910.0
2017.0,34401.0,PRECIOS PÚBLICOS PÉRGOLA,2000.0,0.0,2000.0,841.4
2017.0,34901.0,"P.PCOS.CIUDADANIA(JUV.,CULT.,3 EDAD.TEMPS.)",42000.0,0.0,42000.0,19815.02
2017.0,36000.0,VENTA MATERIAL DESECHO VEHICULOS,35000.0,0.0,35000.0,14880.09
2017.0,36001.0,"VENTAS.PUBLICACIONES, PLANOS, CD",2000.0,0.0,2000.0,11853.92
2017.0,38900.0,REINTEGRO PAGOS PTOS.CERRADOS,20000.0,0.0,20000.0,13317.85
2017.0,39100.0,MULTAS INFRACCIONES URBANISTICAS,20000.0,0.0,20000.0,9906.56
2017.0,39110.0,MULTAS INFRACCIONES FISCALES,40000.0,0.0,40000.0,5120.13
2017.0,39120.0,MULTAS CIRCULACION,950000.0,0.0,950000.0,446332.64
2017.0,39190.0,MULTAS Y SANCIONES ORDENANZAS,115000.0,0.0,115000.0,42399.75
2017.0,39192.0,MULTAS COERCITIVAS. EJEC.SUBSID.,5000.0,0.0,5000.0,1130.98
2017.0,39210.0,RECARGO EJECUTIVO 5%,0.0,0.0,0.0,46822.66
2017.0,39211.0,RECARGO DE APREMIO  10% Y 20%,1423660.54,0.0,1423660.54,500980.44
2017.0,39300.0,INTERESES DEMORA,450000.0,0.0,450000.0,236877.4
2017.0,39610.0,CUOTAS DE URBANIZACIÓN.-FINALIZACIÓN OBRAS 36 UE-R,0.0,297569.85,297569.85,0.0
2017.0,39611.0,C.URB. LA GALERA,100.0,0.0,100.0,0.0
2017.0,39613.0,C.URB.6-UE-R(ENT.COL.SOLER I GODES),100.0,0.0,100.0,0.0
2017.0,39615.0,C.URB. 55-UE-R,100.0,0.0,100.0,0.0
2017.0,39616.0,C.URB.15-UE-R,100.0,0.0,100.0,0.0
2017.0,39617.0,C.URB.81-UE-R,100.0,0.0,100.0,0.0
2017.0,39618.0,C.URB.36-UE-R,100.0,0.0,100.0,0.0
2017.0,39702.0,DECLARACION INTERES COMUNITARIO,0.0,0.0,0.0,17047.06
2017.0,39900.0,RECURSOS EVENTUALES,5000.0,0.0,5000.0,1325.91
2017.0,39901.0,IMPREVISTOS,20000.0,0.0,20000.0,3194.74
2017.0,39902.0,REINTEGRO PARTICULARES ANUNCIOS,10000.0,0.0,10000.0,1257.88
2017.0,39903.0,COMPENSACION SERV.EXT.INCENDIOS,619662.16,0.0,619662.16,0.0
2017.0,39904.0,"RECOG.SEL.ENVASES,PAPEL Y VIDRIO",400000.0,0.0,400000.0,183091.18
2017.0,39905.0,EJECUCIONES SUBSIDIARIAS,10000.0,0.0,10000.0,6380.52
2017.0,39906.0,DAÑOS (INDEMNIZACIONES),35000.0,0.0,35000.0,13693.62
2017.0,39907.0,COSTAS RECAUDACION EJECUTIVA,25000.0,0.0,25000.0,16528.79
2017.0,420100.0,FONDO COMPLEMENT.FINANCIACION,30223775.28,0.0,30223775.28,15334732.38
2017.0,42011.0,FONDO COMPLEMENTARIO DE FINANCIAC.2008,0.0,0.0,0.0,-43592.64
2017.0,42012.0,FONDO COMPLEMENTARIO DE FINANCIAC.2009,0.0,0.0,0.0,-179252.1
2017.0,420901.0,T.CTES.ESTADO TRANSPORTE URBANO,278339.56,0.0,278339.56,0.0
2017.0,420902.0,T.CTES ESTADO JAC,10203.57,0.0,10203.57,0.0
2017.0,420903.0,T.CTES.ESTADO DROGODEPENDENCIAS (Mº SANIDAD),36019.0,0.0,36019.0,0.0
2017.0,421000.0,T.CTES.ESTADO ( SEPE),112000.0,0.0,112000.0,0.0
2017.0,421900.0,T.CTES. ESTADO DEL INE,1885.56,0.0,1885.56,1893.84
2017.0,44101.0,SUBV.RECIPLASA REC.SELECT.ORGANICA,107327.32,0.0,107327.32,91228.23
2017.0,45000.0,FONDO G.V.COOPERACION MUNICIPAL,601000.0,0.0,601000.0,0.0
2017.0,4500201.0,T.CTES.G.V.RED AGENTES IGUALDAD,25000.0,0.0,25000.0,0.0
2017.0,450021.0,T.CTES.G.V.DROGODEPENDENCIAS,85000.0,0.0,85000.0,0.0
2017.0,450023.0,T.CTES.G.V.AGOGIMIENTO FAMILIAR,289080.0,0.0,289080.0,0.0
2017.0,450024.0,T.CTES.G.V.SEAFI,78550.0,0.0,78550.0,0.0
2017.0,450025.0,T.CTES.G.V.SERV.SOCIALES GRALES.,1274690.0,0.0,1274690.0,0.0
2017.0,4500251.0,T.CTES.G.V.POBREZA ENERGETICA,5000.0,0.0,5000.0,0.0
2017.0,4500252.0,T.CTES.G.V. ALQUILER EMERG. SOCIAL(HBAELS/176-179),0.0,165321.48,165321.48,165321.48
2017.0,450026.0,T.CTES.G.V.INTEGRAC.PUEBLO GITANO,18000.0,0.0,18000.0,0.0
2017.0,450027.0,T.CTES.G.V.AULAS TERCERA EDAD,8394.0,0.0,8394.0,0.0
2017.0,450028.0,T.CTES.G.V.FTO.OFICINAS AMICS,40400.0,0.0,40400.0,0.0
2017.0,450029.0,T.CTES.G.V.NECES.MENOR VERANO ( T.ESPLAI-VEN AL PINAR),38017.43,0.0,38017.43,0.0
2017.0,450301.0,T.CTES.V.ESCUELA INF.LOS DUENDES,21080.0,0.0,21080.0,7935.0
2017.0,450302.0,T.CTES.G.V.PROMOCION VALENCIANO,1798.5,0.0,1798.5,0.0
2017.0,450303.0,"APORT. G.V. PROG.""XARXA LLIBRES"" 2015-16",0.0,0.0,0.0,-47027.54
2017.0,450501.0,T.CTES.SERVEF(ECORJV 2016/165/12),15000.0,0.0,15000.0,0.0
2017.0,450502.0,T.CTES.SERVEF(EMCORP 2016/224/12),7500.0,0.0,7500.0,0.0
2017.0,450503.0,T.CTES.SERVEF.- CURSOS JARDINES Y LIMPIEZA,0.0,45360.0,45360.0,0.0
2017.0,450504.0,T.CTES.SERVEF(EMCOLD 2016/103/12),24631.25,0.0,24631.25,0.0
2017.0,450505.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII B,556390.8,0.0,556390.8,139097.7
2017.0,450506.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII A,370927.2,0.0,370927.2,92731.8
