#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2017.0,10000.0,CESIÓN I.R.P.F.,2989433.88,,2989433.88,760549.14
2017.0,10002.0,IRPF PTE 2009,,,,-13190.67
2017.0,11200.0,IBI.NATURALEZA RUSTICA,1000000.0,,1000000.0,1006900.69
2017.0,11300.0,IBI.NATURALEZA URBANA,61400000.0,,61400000.0,61808841.69
2017.0,11400.0,IBI CARACTERISTICAS ESPECIALES,9051429.79,,9051429.79,9063384.32
2017.0,11500.0,IMPTO.VEHICC.TRACC.MECANICA,10650000.0,,10650000.0,10560271.75
2017.0,11600.0,IMPTO.INCREM.VALOR TERRENOS,6000000.0,,6000000.0,1633742.6
2017.0,13000.0,IMPTO.ACTIV.ECONOMICAS,7100000.0,,7100000.0,228653.05
2017.0,21000.0,CESION IVA,2576624.64,,2576624.64,663228.09
2017.0,21001.0,IVA PTE 2008,,,,-6223.74
2017.0,21002.0,IVA PTE 2009,,,,-12848.19
2017.0,22000.0,CESION IMPTO.ESP.ALCOHOL Y BEBIDAS DERIVADAS,37452.72,,37452.72,9453.39
2017.0,2200002.0,LIQ.ALCOHOL PTE 2009,,,,-90.21
2017.0,22001.0,CESION IMPTO.ESP.CERVEZA,13841.52,,13841.52,3462.45
2017.0,2200102.0,LIQ.IMPTO.SOBRE LA CERVEZA PTE 2009,,,,-2.07
2017.0,22003.0,CESION IMPTO.ESP.LABORES TABACO,368141.52,,368141.52,92318.76
2017.0,2200302.0,LIQ.IMPTO.SOBRE EL TABACO PTE 2009,,,,-283.38
2017.0,22004.0,CESION IMPTO.ESP.HIDROCARBUROS,451971.24,,451971.24,113507.7
2017.0,2200402.0,LIQ.IMPTO.SOBRE HIDROCARBUROS PTE 2009,,,,-514.89
2017.0,22006.0,CESION IMPTO.ESP.PRD.INTERMEDIOS,802.44,,802.44,202.08
2017.0,2200602.0,LIQ.PRODUC.INTERMED.PTE 2009,,,,-1.47
2017.0,29000.0,IMPTO.CONSTR.INST.Y OBRAS,1000000.0,,1000000.0,330288.82
2017.0,30200.0,TASA BASURAS,11500000.0,,11500000.0,41988.0
2017.0,32100.0,LICENCIAS URBANISTICAS,275000.0,,275000.0,63281.94
2017.0,32200.0,TASA LICENCIA OCUPACION,40000.0,,40000.0,6435.0
2017.0,32300.0,TASA LIC.APERTURA ESTABLECIMIENTOS,175000.0,,175000.0,42381.26
2017.0,32500.0,TASA EXPEDICION DOCUMENTOS,25000.0,,25000.0,4363.73
2017.0,32600.0,TASA RETIRADA VEHICULOS,,,,70.58
2017.0,32900.0,TASA DERECHOS EXAMEN,30000.0,,30000.0,1135.0
2017.0,32901.0,TASA MATRIMONIOS CIVILES,25000.0,,25000.0,3515.53
2017.0,32903.0,TASA PLANETARIO,30000.0,,30000.0,6735.0
2017.0,32904.0,TASA SERVICIO SEGURIDAD PÚBLICA,100000.0,,100000.0,17847.38
2017.0,32905.0,TASAS MERCADOS ORDINARIOS,65000.0,,65000.0,61639.2
2017.0,33100.0,TASA ENTRADA VEHICULOS (VADOS),1930000.0,,1930000.0,1872409.85
2017.0,33200.0,"TASA EXPLOT.STROS.VUELO, SUELO Y SUBSUELO",3500000.0,,3500000.0,1209960.01
2017.0,33500.0,TASA OVP. MESAS Y SILLAS,300000.0,,300000.0,8256.96
2017.0,33900.0,TASA.OVP. MERCADOS EXTRAORDINARIOS,100000.0,,100000.0,97977.86
2017.0,33901.0,"TASA OVP(CABINAS,CAJEROS,PUESTOS,CONTEN.Y OTRAS)",250000.0,,250000.0,47422.34
2017.0,34200.0,PRECIOS PÚBLICOS ESCOLA DE MATÍ,100000.0,,100000.0,25320.0
2017.0,34401.0,PRECIOS PÚBLICOS PÉRGOLA,2000.0,,2000.0,
2017.0,34901.0,"P.PCOS.CIUDADANIA(JUV.,CULT.,3 EDAD.TEMPS.)",42000.0,,42000.0,8707.5
2017.0,36000.0,VENTA MATERIAL DESECHO VEHICULOS,35000.0,,35000.0,11017.77
2017.0,36001.0,"VENTAS.PUBLICACIONES, PLANOS, CD",2000.0,,2000.0,410.55
2017.0,38900.0,REINTEGRO PAGOS PTOS.CERRADOS,20000.0,,20000.0,1942.71
2017.0,39100.0,MULTAS INFRACCIONES URBANISTICAS,20000.0,,20000.0,1119.69
2017.0,39110.0,MULTAS INFRACCIONES FISCALES,40000.0,,40000.0,2782.38
2017.0,39120.0,MULTAS CIRCULACION,950000.0,,950000.0,129273.31
2017.0,39190.0,MULTAS Y SANCIONES ORDENANZAS,115000.0,,115000.0,11552.91
2017.0,39192.0,MULTAS COERCITIVAS. EJEC.SUBSID.,5000.0,,5000.0,
2017.0,39210.0,RECARGO EJECUTIVO 5%,,,,5857.72
2017.0,39211.0,RECARGO DE APREMIO  10% Y 20%,1423660.54,,1423660.54,123727.27
2017.0,39300.0,INTERESES DEMORA,450000.0,,450000.0,31961.67
2017.0,39610.0,CUOTAS DE URBANIZACIÓN.-FINALIZACIÓN OBRAS 36 UE-R,,297569.85,297569.85,
2017.0,39611.0,C.URB. LA GALERA,100.0,,100.0,
2017.0,39613.0,C.URB.6-UE-R(ENT.COL.SOLER I GODES),100.0,,100.0,
2017.0,39615.0,C.URB. 55-UE-R,100.0,,100.0,
2017.0,39616.0,C.URB.15-UE-R,100.0,,100.0,
2017.0,39617.0,C.URB.81-UE-R,100.0,,100.0,
2017.0,39618.0,C.URB.36-UE-R,100.0,,100.0,
2017.0,39900.0,RECURSOS EVENTUALES,5000.0,,5000.0,
2017.0,39901.0,IMPREVISTOS,20000.0,,20000.0,521.03
2017.0,39902.0,REINTEGRO PARTICULARES ANUNCIOS,10000.0,,10000.0,
2017.0,39903.0,COMPENSACION SERV.EXT.INCENDIOS,619662.16,,619662.16,
2017.0,39904.0,"RECOG.SEL.ENVASES,PAPEL Y VIDRIO",400000.0,,400000.0,60902.88
2017.0,39905.0,EJECUCIONES SUBSIDIARIAS,10000.0,,10000.0,
2017.0,39906.0,DAÑOS (INDEMNIZACIONES),35000.0,,35000.0,6072.95
2017.0,39907.0,COSTAS RECAUDACION EJECUTIVA,25000.0,,25000.0,1879.3
2017.0,420100.0,FONDO COMPLEMENT.FINANCIACION,30223775.28,,30223775.28,7667366.19
2017.0,42011.0,FONDO COMPLEMENTARIO DE FINANCIAC.2008,,,,-21796.32
2017.0,42012.0,FONDO COMPLEMENTARIO DE FINANCIAC.2009,,,,-89626.05
2017.0,420901.0,T.CTES.ESTADO TRANSPORTE URBANO,278339.56,,278339.56,
2017.0,420902.0,T.CTES ESTADO JAC,10203.57,,10203.57,
2017.0,420903.0,T.CTES.ESTADO DROGODEPENDENCIAS (Mº SANIDAD),36019.0,,36019.0,
2017.0,421000.0,T.CTES.ESTADO ( SEPE),112000.0,,112000.0,
2017.0,421900.0,T.CTES. ESTADO DEL INE,1885.56,,1885.56,
2017.0,44101.0,SUBV.RECIPLASA REC.SELECT.ORGANICA,107327.32,,107327.32,
2017.0,45000.0,FONDO G.V.COOPERACION MUNICIPAL,601000.0,,601000.0,
